ProblemID,TestID,ProblemTypeID,Accuracy,MainText,ChoiceText1,ChoiceText2,ChoiceText3,ChoiceText4,SolvingTimeAvg,SolvingTimeStd
P0000031,T0000001,건축시공,0.469649385,31. 단순조적 블록쌓기에 관한 설명으로 옳지 않은 것은?,①?살두께가 큰 편을 아래로 하여 쌓는다.,②?특별한 지정이 없으면 줄눈은 10mm가 되게 한다.,③?하루의 쌓기 높이는 1.5m 이내를 표준으로 한다.,④?줄눈 모르타르는 쌓은 후 줄눈누르기 및 줄눈파기를 한다.,64.42057992,4.224745924
P0000032,T0000001,건축시공,0.331836149,32. 다음 중 QC활동의 도구가 아닌 것은?,①?특성요인도,②?파레토그램,③?층별,④?기능계통도,74.51587887,14.13120181
P0000033,T0000001,건축시공,0.153390143,33. 철근의 가스압접에 관한 설명으로 옳지 않은 것은?,①?이음공법 중 접합강도가 극히 크고 성분원소의 조직변화가 적다.,②?압접공은 작업 대상과 압접 장치에 관하여 충분한 경험과 지식을 가진 자로 책임기술자 승인을 받아야 한다.,③?가스압접할 부분은 직각으로 자르고 절단면을 깨끗하게 한다.,④?접합되는 철근의 항복점 또는 강도가 다른 경우에 주로 사용한다.,125.6344652,11.65184497
P0000034,T0000001,건축시공,0.02204046,34. 용제형(Solvent)고무계 도막방수 공법에 관한 설명으로 옳지 않은 것은?,①?용제는 인화성이 강하므로 부근의 화기는 엄금한다.,②?한층의 시공이 완료되면 1.5~2시간 경과 후 다음층의 작업을 시작 하여야 한다.,③?완성된 도막은 외상(外傷)에 매우 강하다.,④?합성고무를 휘발성 용제에 녹인 일종의 고무도료를 칠하여 두께 0.5~0.8mm의 방수피막을 형성하는 것이다.,72.21059778,6.781516737
P0000035,T0000001,건축시공,0.924475189,35. 공사계약제도 중 공사관리방식(CM)의 단계별 업무내용 중 비용의 분석 및 VE기법의 도입시 가장 효과적인 단계는?,①?Pre-Design 단계,②?Design 단계,③?Pre-Construction 단계,④?Construction 단계,51.55421835,6.810929922
P0000036,T0000001,건축시공,0.588717727,36. 커튼월(Curtain Wall)의 외관 형태별 분류에 해당하지 않는 방식은?,①?Unit 방식,②?Mullion 방식,③?Spandrel 방식,④?Sheath 방식,115.3483423,21.70736621
P0000037,T0000001,건축시공,0.848086536,37. 고층건축물 공사의 반복작업에서 각 작업조의 생산성을 기울기로 하는 직선으로 각 반복작업의 진행을 표시하여 전체공사를 도식화하는 기법은?,①?CPM,②?PERT,③?PDM,④?LOB,41.98402316,9.174857168
P0000038,T0000001,건축시공,0.782592476,38. 수밀콘크리트의 시공에 관한 설명으로 옳지 않은 것은?,"①?수밀콘크리트는 누수 원인이 되는 건조수축균열의 발생이 없도록 시공하여야 하며, 0.1mm 이상의 균열 발생이 예상되는 경우 누수를 방지하기 위한 방수를 검토하여야 한다.","②?거푸집의 긴결재로 사용한 볼트, 강봉, 세퍼레이터 등의 아래쪽에는 블리딩 수가 고여서 콘크리트가 경화한 후 물의 통로를 만들어 누수를 일으킬 수 있으므로 누수에 대하여 나쁜 영향이 없는 재질의 것을 사용하여야 한다.",③?소요 품질을 갖는 수밀콘크리트를 얻기 위해서는 전체 구조부가 시공이음 없이 설계되어야 한다.,④?수밀성의 향상을 위한 방수제를 사용하고자 할 때에는 방수제의 사용 방법에 따라 배처플랜트에서 충분히 혼합하여 현장으로 반입시키는 것을 원칙으로 한다.,128.6815208,21.10352581
P0000039,T0000001,건축시공,0.475831851,39. 철골공사 접합 중 용접에 관한 주의사항으로 옳지 않은 것은?,"①?현장용접을 하는 부재는 그 용접부위에 얇은 에나멜 페인트를 칠하되, 이밖에 다른 칠을 해서는 안 된다.",②?용접봉의 교환 또는 다층용접일 때에는 먼저 슬래그를 제거하고 청소한 후 용접한다.,"③?용접할 소재는 용접에 의한 수축변형이 생기고, 또 마무리 작업도 고려해야하므로 치수에 여분을 두어야 한다.",④?용접이 완료되면 슬래그 및 스패터를 제거하고 청소한다.,102.710049,3.096196134
P0000040,T0000001,건축시공,0.29811452,40. 기성 말뚝 세우기 공사 시 말뚝의 연직도나 경사도는 얼마 이내로 하여야 하는가?,①?1/50,②?1/75,③?1/80,④?1/100,53.79154188,14.9647153
P0000041,T0000001,건축시공,0.702433754,42. 그림과 같은 구조물에서 C점에 발생되는 모멘트는?,①?4.0 kN·m,②?3.5 kN·m,③?3.0 kN·m,④?2.5 kN·m,57.20810097,12.64573613
P0000042,T0000001,건축시공,0.765805423,43. 온통기초에 관한 설명으로 옳지 않은 것은?,①?연약지반에 주로 사용된다.,②?독립기초에 비하여 구조해석 및 설계가 매우 단순하다.,③?부동침하에 대하여 유리하다.,④?지하수가 높은 지반에서도 유효한 기초방식이다.,42.86734407,6.197050716
P0000043,T0000001,건축시공,0.663166377,"44. 1방향 철근콘크리트 슬래브에서 철근의 설계기준항복강도가 500MPa인 경우 콘크리트 전체 단면적에 대한 수축·온도 철근비는 최소 얼마 이상이어야 하는가? (단, KDS기준, 이형철근 사용)",①?0.0015,②?0.0016,③?0.0018,④?0.0020,81.58043269,21.00704157
P0000044,T0000001,건축시공,0.588439577,46. 다음 그림과 같은 보에서 A점의 수직반력을 구하면?,①?2.4 kN,②?3.6 kN,③?4.8 kN,④?6.0 kN,65.3402246,8.431395867
P0000045,T0000001,건축시공,0.898435856,47. 단일 압축재에서 세장비를 구할 때 필요하지 않은 것은?,①?유효좌굴길이,②?단면적,③?탄성계수,④?단면2차모멘트,103.5703927,16.62598508
P0000046,T0000001,건축시공,0.567299833,"48. 모살치수 8mm, 용접길이 500mm인 양면모살용접 전체의 유효 단면적은 약 얼마인가?",①?2100 mm2,②?3221 mm2,③?4300 mm2,④?5421 mm2,32.12026586,4.272478126
P0000047,T0000001,건축시공,0.387903888,50. 기초 설계 시 인접대지를 고려하여 편심기초를 만들고자 한다. 이 때 편심기초의 지내력이 균등해지도록 하기 위한 가장 타당한 방법은?,①?지중보를 설치한다.,②?기초 면적을 넓힌다.,③?기둥의 단면적을 크게 한다.,④?기초 두께를 두껍게 한다.,121.626247,13.42434632
P0000048,T0000001,건축시공,0.504760107,51. 바람의 난류로 인해 발생되는 구조물의 동적 거동 성분을 나타내는 것으로 평균변위에 대한 최대변위의 비를 통계적인 값으로 나타낸 계수는?,①?활하중저감계수,②?중요도계수,③?가스트 영향계수,④?지역계수,65.7457359,8.078918709
P0000049,T0000001,건축시공,0.443442969,"52. 독립기초에 N=20kN, M=10kN?m가 작용할 때 접지압이 압축력만 발생하도록 하기 위한 기초저면의 최소길이는?",①?2m,②?3m,③?4m,④?5m,74.89540731,4.315114157
P0000050,T0000001,건축시공,0.980913515,"53. 다음 그림과 같은 내민보에서 휨모멘트가 0이 되는 두 개의 반곡점 위치를 구하면? (단, 반곡점 위치는 A점으로부터의 거리임)",,,,,44.59264686,4.13726693
P0000051,T0000001,건축시공,0.606001334,55. 강구조에서 용접선 단부에 붙인 보조판으로 아크의 시작이나 종단부의 크레이터 등의 결함을 방지하기 위해 붙이는 판은?,①?엔드탭,②?스티프너,③?윙플레이트,④?커버플레이트,113.8294755,9.147245994
P0000052,T0000001,건축시공,0.895537552,56. 강구조의 소성설계와 관계없는 항목은?,①?소성힌지,②?안전율,③?붕괴기구,④?하중계수,72.13851957,15.50371001
P0000053,T0000001,건축시공,0.200880089,"57. 다음 캔틸레버보의 자유단의 처짐각은? (단, 탄성계수 E, 단면 2차모멘트 I)",,,,,129.5866331,17.67128138
P0000054,T0000001,건축시공,0.921154831,58. 그림과 같은 구조물의 부정정 차수는?,①?3차 부정정,②?4차 부정정,③?5차 부정정,④?6차 부정정,85.60764731,16.94844926
P0000055,T0000001,건축시공,0.933403918,60. 한계상태설계법에 따라 강구조물을 설계할 때 고려되는 강도한계상태가 아닌 것은?,①?기둥의 좌굴,②?접합부 파괴,③?바닥재의 진동,④?피로 파괴,30.09474428,6.787009003
P0000056,T0000001,건축설비,0.95065757,61. 다음 중 겨울철 실내 유리창 표면에 발생하기 쉬운 결로의 방지 방법과 가장 거리가 먼 것은?,①?실내공기의 움직임을 억제한다.,②?실내에서 발생하는 수증기를 억제한다.,③?이중유리로 하여 유리창의 단열성능을 높인다.,④?난방기기를 이용하여 유리창 표면온도를 높인다.,131.2195044,9.615014023
P0000057,T0000001,건축설비,0.668704003,62. 엘리베이터의 안전장치 중에서 카가 최상층이나 최하층에서 정상 운행위치를 벗어나 그 이상으로 운행하는 것을 방지하는 것은?,①?완충기(buffer),②?조속기(governor),③?리미트 스위치(limit switch),④?카운터 웨이트(counter weight),133.2868212,38.72154027
P0000058,T0000001,건축설비,0.476034786,63. 도시가스 설비에서 도시가스 압력을 사용처에 맞게 낮추는 감압 기능을 갖는 기기는?,①?기화기,②?정압기,③?압송기,④?가스홀더,96.61120838,26.65614902
P0000059,T0000001,건축설비,0.17142974,64. 다음의 공기조화방식 중 전수방식에 속하는 것은?,①?단일 덕트 방식,②?2중 덕트 방식,③?멀티죤 유니트 방식,④?팬 코일 유니트 방식,123.3446863,28.56464848
P0000060,T0000001,건축설비,0.306178724,65. 몰드 변압기에 관한 설명으로 옳지 않은 것은?,①?내진성이 우수하다.,②?내습성이 우수하다.,"③?반입, 반출이 용이하다.",④?옥외 설치 및 대용량 제작이 용이하다.,68.40738867,20.73288229
P0000061,T0000001,건축설비,0.153949135,66. 간선의 배선 방식 중 평행식에 관한 설명으로 옳은 것은?,①?설비비가 가장 저렴하다.,②?배선자재의 소요가 가장 적다.,③?사고의 영향을 최소화할 수 있다.,④?전압이 안정되나 부하의 증가에 적응할 수 없다.,136.1996517,20.70712175
P0000062,T0000001,건축설비,0.971035489,67. 다음 설명에 알맞은 유체역학의 기본 원리는?,①?사이펀 작용,②?파스칼의 원리,③?뉴턴의 점성법칙,④?베르누이의 정리,119.2341445,32.92986831
P0000063,T0000001,건축설비,0.620642245,68. 전기설비용 시설공간(실)의 계획에 관한 설명으로 옳지 않은 것은?,①?변전실은 부하의 중심에 설치한다.,②?변전실은 외부로부터 전력의 수전이 용이해야 한다.,③?중앙감시실은 일반적으로 방재센터와 겸하도록 한다.,④?발전기실은 변전실에서 최소 10m 이상 떨어진 위치에 배치한다.,55.2843715,2.015461561
P0000064,T0000001,건축설비,0.194648384,69. 급수 및 급탕설비에 사용되는 슬리브(sleeve)에 관한 설명으로 옳은 것은?,①?사이폰 작용에 의한 트랩의 봉수 파괴 방지를 위해 사용한다.,②?스케일 부착 및 이물질 투입에 의한 관 폐쇄를 방지하기 위해 사용한다.,③?가열장치 내의 압력이 설정압력을 넘는 경우에 압력을 도피시키기 위해 사용한다.,"④?배관 시 차후의 교체, 수리를 편리하게 하고 관의 신축에 무리가 생기지 않도록 하기 위해 사용한다.",122.4248371,5.855264616
P0000065,T0000001,건축설비,0.077757625,"70. 아파트의 각 세대에 스프링클러헤드를 30개 설치한 경우, 스프링클러설비의 수원의 저수량은 최소 얼마 이상이 되도록 하여야 하는가? (단, 폐쇄형 스프링클러헤드를 사용한 경우)(문제 오류로 가답안 발표시 4번으로 발표되었지만 확정답안 발표시 모두 정답처리 되었습니다. 여기서는 가답안인 4번을 누르면 정답 처리 됩니다.)",①?12 m3,②?24 m3,③?36 m3,④?48 m3,37.77687077,12.75729758
P0000066,T0000001,건축설비,0.745241061,71. 평균 BOD 150ppm인 가정오수 1000m3/d가 유입되는 오수정화조의 1일 유입 BOD량은?,①?150 kg/d,②?300 kg/d,③?45000 kg/d,④?150000 kg/d,38.41987292,11.52014629
P0000067,T0000001,건축설비,0.736380821,72. 습공기를 가열할 경우 감소하는 상태값은?,①?엔탈피,②?비체적,③?상대습도,④?건구온도,38.02826703,4.204722336
P0000068,T0000001,건축설비,0.040101067,73. 냉각탑에 관한 설명으로 옳은 것은?,①?고압의 액체냉매를 증발시켜 냉동효과를 얻게 하는 설비이다.,②?증발기에서 나온 수증기를 냉각시켜 물이 되도록 하는 설비이다.,③?대기 중에서 기체냉매를 냉각시켜 액체냉매로 응축하기 위한 설비이다.,④?냉매를 응축시키는데 사용된 냉각수를 재사용하기 위하여 냉각시키는 설비이다.,104.0931401,7.047476992
P0000069,T0000001,건축설비,0.314119444,74. 온수난방의 일반적인 특징에 관한 설명으로 옳지 않은 것은?,①?한랭지에서는 운전정지 중에 동결의 위험이 있다.,②?난방을 정지하여도 난방 효과가 어느 정도 지속된다.,③?증기난방에 비하여 난방부하 변동에 따른 온도조절이 용이하다.,④?증기난방에 비하여 소요방열면적과 배관경이 작게 되므로 설비비가 적게 든다.,57.79883646,7.344283744
P0000070,T0000001,건축설비,0.363132041,75. 다음 중 냉방부하 계산 시 현열과 잠열 모두 고려하여야 하는 요소는?,①?덕트로부터의 취득열량,②?유리로부터의 취득열량,③?벽체로부터의 취득열량,④?극간풍에 의한 취득열량,132.0094452,36.93856181
P0000071,T0000001,건축설비,0.517816971,"76. 면적이 100m2인 어느 강당의 야간 소요 평균조도가 300lx이다. 1개당 광속이 2000lm인 형광등을 사용할 경우 소요 형광등수는? (단, 조명률은 60%이고 감광보상률은 1.5이다.)",①?25개,②?29개,③?34개,④?38개,68.7560396,5.614772784
P0000072,T0000001,건축설비,0.254990319,77. 다음 중 방송공동수신 설비의 구성 기기에 속하지 않는 것은?,①?혼합기,②?모시계,③?컨버터,④?증폭기,42.24902166,7.817646376
P0000073,T0000001,건축설비,0.472240857,78. 급수방식 중 고가수조방식에 관한 설명으로 옳은 것은?,①?대규모의 급수 수요에 쉽게 대응할 수 있다.,②?저수조가 없으므로 단수 시에 급수할 수 없다.,③?수도 본관의 영향을 그대로 받아 수압 변화가 심하다.,④?위생 및 유지?관리 측면에서 가장 바람직한 방식이다.,119.2949507,17.24160939
P0000074,T0000001,건축설비,0.960847965,79. 습공기의 건구온도와 습구온도를 알 때 습공기 선도에서 구할 수 있는 상태값이 아닌 것은?,①?엔탈피,②?비체적,③?기류속도,④?절대습도,44.79317523,5.324286786
P0000075,T0000001,건축설비,0.333395788,80. 변풍량 단일덕트방식에서 송풍량 조절의 기준이 되는 것은?,①?실내 청정도,②?실내 기류속도,③?실내 현열부하,④?실내 잠열부하,62.85141668,4.495162377
P0000076,T0000001,건축법규,0.682190587,81. 건축물의 대지 및 도로에 관한 설명으로 틀린 것은?,①?손궤의 우려가 있는 토지에 대지를 조성하고자 할 때 옹벽의 높이가 2m 이상인 경우에는 이를 콘크리트구조로 하여야 한다.,②?면적이 100m2?이상인 대지에 건축을 하는 건축주는 대지에 조경이나 그 밖에 필요한 조치를 하여야 한다.,,④?도로면으로부터 높이 4.5m 이하에 있는 창문은 열고 닫을 때 건축선의 수직면을 넘지 아니하는 구조로 하여야 한다.,76.76288197,17.23391025
P0000077,T0000001,건축법규,0.211453291,82. 건축허가신청에 필요한 설계도서에 해당하지 않는 것은?,①?배치도,②?투시도,③?건축계획서,④?실내마감도,107.1535485,17.64183542
P0000078,T0000001,건축법규,0.820227893,83. 직통계단의 설치에 관한 기준 내용 중 밑줄 친 “다음 각 호의 어느 하나에 해당하는 용도 및 규모의 건축물”의 기준 내용으로 틀린 것은?,①?지하층으로서 그 층 거실의 바닥면적의 합계가 200m2?이상인 것,②?종교시설의 용도로 쓰는 층으로서 그 층에서 해당 용도로 쓰는 바닥면적의 합계가 200m2?이상인 것,③?숙박시설의 용도로 쓰는 3층 이상의 층으로서 그 층의 해당 용도로 쓰는 거실의 바닥면적의 합계가 200m2?이상인 것,④?업무시설 중 오피스텔의 용도로 쓰는 층으로서 그 층의 해당 용도로 쓰는 거실의 바닥면적의 합계가 200m2?이상인 것,42.60107399,4.288096916
P0000079,T0000001,건축법규,0.712251968,84. 거실의 채광 및 환기에 관한 규정으로 옳은 것은?,①?교육연구시설 중 학교의 교실에는 채광 및 환기를 위한 창문등이나 설비를 설치하여야 한다.,②?채광을 위하여 거실에 설치하는 창문등의 면적은 그 거실의 바닥면적의 20분의 1 이상이어야 한다.,③?환기를 위하여 거실에 설치하는 창문등의 면적은 그 거실의 바닥면적 10분의 1 이상이어야 한다.,④?채광 및 환기를 위한 창문등의 면적에 관한 규정을 적용함에 있어서 수시로 개방할 수 있는 미닫이로 구획된 2개의 거실은 이를 2개의 거실로 본다.,52.67435344,4.535048702
P0000080,T0000001,건축법규,0.457839629,85. 다음 중 건축면적에 산입하지 않는 대상 기준으로 틀린 것은?,①?지하주차장의 경사로,②?지표면으로부터 1.8m 이하에 있는 부분,③?건축물 지상층에 일반인이 통행할 수 있도록 설치한 보행통로,④?건축물 지상층에 차량이 통행할 수 있도록 설치한 차량통로,103.2436447,28.63035866
P0000081,T0000001,건축법규,0.130624473,86. 시가화조정구역의 지정과 관련된 기준 내용 중 밑줄 친 “대통령령으로 정하는 기간”으로 옳은 것은?,①?5년 이상 10년 이내의 기간,②?5년 이상 20년 이내의 기간,③?7년 이상 10년 이내의 기간,④?7년 이상 20년 이내의 기간,71.61476891,10.38866687
P0000082,T0000001,건축법규,0.895542305,87. 지방건축위원회의가 심의 등을 하는 사항에 속하지 않는 것은?,①?건축선의 지정에 관한 사항,②?다중이용 건축물의 구조안전에 관한 사항,③?특수구조 건축물의 구조안전에 관한 사항,④?경관지구 내의 건축물의 건축에 관한 사항,89.80154236,13.48423531
P0000083,T0000001,건축법규,0.885071169,88. 위락시설의 시설면적이 1000m2일 때 주차장법령에 따라 설치해야 하는 부설주차장의 설치 기준은?,①?10대,②?13대,③?15대,④?20대,81.50640301,17.79426345
