ProblemID,UserID,RightWrong,SolvingTime
P0000013,U00000013,1,103.2606851
P0000013,U00000014,0,98.63379856
P0000013,U00000015,0,95.65812259
P0000013,U00000016,1,101.7755537
P0000013,U00000017,1,107.1481784
P0000013,U00000018,1,99.06908655
P0000013,U00000019,1,113.2399901
P0000013,U00000020,0,97.59704107
P0000014,U00000001,1,47.10983602
P0000014,U00000002,1,44.81924189
P0000014,U00000003,1,59.81787153
P0000014,U00000004,1,65.18466738
P0000014,U00000005,0,62.93017672
P0000014,U00000006,1,70.37009138
P0000014,U00000007,1,44.74782373
P0000014,U00000008,1,67.73899671
P0000014,U00000009,1,65.58199042
P0000014,U00000010,1,58.67419535
P0000014,U00000011,1,82.66855958
P0000014,U00000012,0,63.08297483
P0000014,U00000013,1,81.48740716
P0000014,U00000014,1,58.14509498
P0000014,U00000015,1,82.2510425
P0000014,U00000016,1,52.33468037
P0000014,U00000017,1,53.14990946
P0000014,U00000018,1,55.4038293
P0000014,U00000019,1,68.89407584
P0000014,U00000020,0,41.76660849
P0000015,U00000001,1,180.4568663
P0000015,U00000002,1,108.6487538
P0000015,U00000003,0,133.257961
P0000015,U00000004,1,128.2770591
P0000015,U00000005,1,130.0237768
P0000015,U00000006,0,135.0756983
P0000015,U00000007,0,147.6293732
P0000015,U00000008,0,70.17687394
P0000015,U00000009,1,104.0633108
P0000015,U00000010,1,133.1500733
P0000015,U00000011,1,91.85137777
P0000015,U00000012,1,102.4208967
P0000015,U00000013,1,126.6687394
P0000015,U00000014,1,127.5617587
P0000015,U00000015,1,180.918183
P0000015,U00000016,0,157.2747816
P0000015,U00000017,1,104.8785291
P0000015,U00000018,0,147.1515775
P0000015,U00000019,1,100.9657753
P0000015,U00000020,1,90.04697946
P0000016,U00000001,1,33.52247869
P0000016,U00000002,0,30.77266082
P0000016,U00000003,1,49.55469438
P0000016,U00000004,0,24.17595206
P0000016,U00000005,0,37.30633333
P0000016,U00000006,1,31.26706929
P0000016,U00000007,1,32.05816488
P0000016,U00000008,0,36.44993435
P0000016,U00000009,1,40.20385752
P0000016,U00000010,1,31.90147985
P0000016,U00000011,0,44.6485505
P0000016,U00000012,1,30.45685771
P0000016,U00000013,1,23.65442291
P0000016,U00000014,1,28.4447854
P0000016,U00000015,1,29.65692946
P0000016,U00000016,1,16.54926386
P0000016,U00000017,0,27.6064918
P0000016,U00000018,1,33.85204716
P0000016,U00000019,0,32.53880649
P0000016,U00000020,1,35.10836928
P0000017,U00000001,1,38.59441046
P0000017,U00000002,1,46.22476839
P0000017,U00000003,1,41.66092276
P0000017,U00000004,1,50.24098085
P0000017,U00000005,1,45.53523514
P0000017,U00000006,1,40.15432204
P0000017,U00000007,1,39.718079
P0000017,U00000008,1,41.07891556
P0000017,U00000009,1,49.49510218
P0000017,U00000010,1,46.9807472
P0000017,U00000011,1,39.02906173
P0000017,U00000012,0,41.29224206
P0000017,U00000013,1,42.36709799
P0000017,U00000014,1,43.67319734
P0000017,U00000015,1,43.3911682
P0000017,U00000016,0,47.42464848
P0000017,U00000017,0,43.48860888
P0000017,U00000018,1,45.3992348
P0000017,U00000019,1,42.40628676
P0000017,U00000020,1,40.343119
P0000018,U00000001,1,31.77316811
P0000018,U00000002,1,36.68951126
P0000018,U00000003,1,29.42605164
P0000018,U00000004,1,43.39820967
P0000018,U00000005,0,42.0898174
P0000018,U00000006,1,27.3076617
P0000018,U00000007,1,36.40358831
P0000018,U00000008,0,39.03650114
P0000018,U00000009,1,34.00688381
P0000018,U00000010,0,23.76160291
P0000018,U00000011,1,25.47694385
P0000018,U00000012,0,41.33417483
P0000018,U00000013,1,34.94072096
P0000018,U00000014,1,38.58544352
P0000018,U00000015,0,34.49014994
P0000018,U00000016,1,23.27084239
P0000018,U00000017,0,40.62476721
P0000018,U00000018,1,39.31686622
P0000018,U00000019,1,24.26627046
P0000018,U00000020,1,41.35019418
P0000019,U00000001,1,93.54798807
P0000019,U00000002,1,96.81260002
P0000019,U00000003,1,70.50013931
P0000019,U00000004,1,48.19853525
P0000019,U00000005,1,84.55692039
P0000019,U00000006,1,99.42115488
P0000019,U00000007,1,100.1764294
P0000019,U00000008,1,124.7489592
P0000019,U00000009,1,66.60686471
P0000019,U00000010,1,104.8371745
P0000019,U00000011,1,121.187073
P0000019,U00000012,1,65.2433826
P0000019,U00000013,1,88.59426797
P0000019,U00000014,0,57.81267882
P0000019,U00000015,1,66.2066639
P0000019,U00000016,1,130.3610196
P0000019,U00000017,1,61.12370089
P0000019,U00000018,1,77.83098325
P0000019,U00000019,1,52.18884151
P0000019,U00000020,1,73.52013685
P0000020,U00000001,0,29.02304627
P0000020,U00000002,1,32.07246777
P0000020,U00000003,1,40.74984158
P0000020,U00000004,1,33.55877874
P0000020,U00000005,0,38.22271971
P0000020,U00000006,1,26.64230615
P0000020,U00000007,1,35.8913072
P0000020,U00000008,1,40.90718182
P0000020,U00000009,1,28.28093916
P0000020,U00000010,0,30.46519829
P0000020,U00000011,0,26.47793496
P0000020,U00000012,0,35.83733669
P0000020,U00000013,0,28.12369013
P0000020,U00000014,1,42.46976615
P0000020,U00000015,0,28.4471116
P0000020,U00000016,1,28.22988775
P0000020,U00000017,1,40.11536502
P0000020,U00000018,1,33.33170233
P0000020,U00000019,1,36.3517802
P0000020,U00000020,0,31.18819519
P0000021,U00000001,1,134.7375166
P0000021,U00000002,1,144.024757
P0000021,U00000003,1,143.7479938
P0000021,U00000004,1,145.0195706
P0000021,U00000005,1,144.1493666
P0000021,U00000006,1,137.5271419
P0000021,U00000007,1,140.6490074
P0000021,U00000008,1,141.8575618
P0000021,U00000009,1,143.328902
P0000021,U00000010,1,135.5847585
P0000021,U00000011,1,144.0087193
P0000021,U00000012,1,138.0026487
P0000021,U00000013,0,132.6579661
P0000021,U00000014,0,140.4149627
P0000021,U00000015,1,125.0666561
P0000021,U00000016,1,142.82014
P0000021,U00000017,1,134.5354141
P0000021,U00000018,1,139.262756
P0000021,U00000019,1,137.2763308
P0000021,U00000020,0,140.7220634
P0000022,U00000001,1,113.9948608
P0000022,U00000002,1,127.8383829
P0000022,U00000003,0,150.7255375
P0000022,U00000004,1,117.5689451
P0000022,U00000005,1,168.0253975
P0000022,U00000006,0,60.68480532
P0000022,U00000007,0,94.81158212
P0000022,U00000008,0,85.97986657
P0000022,U00000009,1,152.3948295
P0000022,U00000010,0,58.86233079
P0000022,U00000011,1,25.04559602
P0000022,U00000012,1,141.024309
P0000022,U00000013,0,146.8748807
P0000022,U00000014,0,142.8346304
P0000022,U00000015,1,115.9015853
P0000022,U00000016,1,123.2821373
P0000022,U00000017,1,86.30970594
P0000022,U00000018,1,78.50882582
P0000022,U00000019,1,69.26698654
P0000022,U00000020,1,85.90536475
P0000023,U00000001,1,63.92242841
P0000023,U00000002,0,63.06093316
P0000023,U00000003,0,55.28154687
P0000023,U00000004,1,55.78118524
P0000023,U00000005,1,63.14099627
P0000023,U00000006,1,62.98640316
P0000023,U00000007,1,50.73573171
P0000023,U00000008,1,51.3144701
P0000023,U00000009,1,62.00745977
P0000023,U00000010,0,62.59549079
P0000023,U00000011,1,52.69684023
P0000023,U00000012,1,55.75815209
P0000023,U00000013,0,56.29970718
P0000023,U00000014,0,47.79590656
P0000023,U00000015,0,53.69593211
P0000023,U00000016,1,58.1296701
P0000023,U00000017,0,57.72053724
P0000023,U00000018,1,50.51566485
P0000023,U00000019,1,53.25386079
P0000023,U00000020,1,66.26839137
P0000024,U00000001,1,39.70782929
P0000024,U00000002,1,95.18566345
P0000024,U00000003,0,57.75557712
P0000024,U00000004,0,96.20022503
P0000024,U00000005,1,69.74304431
P0000024,U00000006,0,64.55325632
P0000024,U00000007,1,70.38117768
P0000024,U00000008,1,102.884126
P0000024,U00000009,1,114.2136021
P0000024,U00000010,1,97.14591743
P0000024,U00000011,0,126.1082167
P0000024,U00000012,1,97.39157229
P0000024,U00000013,0,58.04186335
P0000024,U00000014,1,45.1270943
P0000024,U00000015,1,75.59379285
P0000024,U00000016,1,116.9146195
P0000024,U00000017,0,99.147839
P0000024,U00000018,1,118.6599519
P0000024,U00000019,1,106.141027
P0000024,U00000020,0,126.3487132
P0000025,U00000001,1,53.9557653
P0000025,U00000002,1,58.13264734
P0000025,U00000003,0,50.48012457
P0000025,U00000004,0,67.1622695
P0000025,U00000005,0,87.73543769
P0000025,U00000006,1,65.72773669
P0000025,U00000007,0,94.33132335
P0000025,U00000008,1,61.86157236
P0000025,U00000009,1,85.36891162
P0000025,U00000010,1,81.21646502
P0000025,U00000011,1,55.90515152
P0000025,U00000012,1,107.2531325
P0000025,U00000013,1,91.58285652
P0000025,U00000014,1,98.56826786
P0000025,U00000015,0,77.05071318
P0000025,U00000016,0,65.50926261
P0000025,U00000017,1,81.87620301
P0000025,U00000018,1,89.19624898
P0000025,U00000019,1,87.15851277
P0000025,U00000020,0,82.74309924
P0000026,U00000001,1,67.95965226
P0000026,U00000002,1,40.63752973
P0000026,U00000003,1,31.71744736
P0000026,U00000004,0,70.19394209
P0000026,U00000005,1,39.37512876
P0000026,U00000006,0,47.11064848
P0000026,U00000007,1,58.97365095
P0000026,U00000008,1,34.54824143
P0000026,U00000009,0,43.29967409
P0000026,U00000010,0,45.01949915
P0000026,U00000011,0,34.11398918
P0000026,U00000012,1,40.67885186
P0000026,U00000013,0,59.96573789
P0000026,U00000014,1,39.24043661
P0000026,U00000015,1,52.7919534
P0000026,U00000016,1,58.76989106
P0000026,U00000017,0,67.31748799
P0000026,U00000018,0,69.91876544
P0000026,U00000019,0,21.11081989
P0000026,U00000020,1,44.06597598
P0000027,U00000001,1,166.9581609
P0000027,U00000002,1,182.8955729
P0000027,U00000003,1,185.9686951
P0000027,U00000004,0,115.0416263
P0000027,U00000005,0,119.7732091
P0000027,U00000006,1,45.13602765
P0000027,U00000007,1,141.6769191
P0000027,U00000008,1,165.341433
P0000027,U00000009,1,109.8036442
P0000027,U00000010,1,167.2149996
P0000027,U00000011,1,57.76715906
P0000027,U00000012,0,153.0268053
P0000027,U00000013,0,110.1393821
P0000027,U00000014,1,183.0096265
P0000027,U00000015,1,159.8741004
P0000027,U00000016,0,108.3366405
P0000027,U00000017,1,128.7131522
P0000027,U00000018,0,160.7141301
P0000027,U00000019,1,163.3900125
P0000027,U00000020,0,158.5810639
P0000028,U00000001,0,118.8879737
P0000028,U00000002,1,129.6258157
P0000028,U00000003,1,122.4266783
P0000028,U00000004,1,118.8553601
P0000028,U00000005,0,132.5486507
P0000028,U00000006,1,136.0872774
P0000028,U00000007,1,139.5052338
P0000028,U00000008,1,125.0493705
P0000028,U00000009,0,125.3502505
P0000028,U00000010,1,118.2299104
P0000028,U00000011,1,118.9216757
P0000028,U00000012,0,117.7892328
P0000028,U00000013,1,116.6880284
P0000028,U00000014,1,128.3583581
P0000028,U00000015,1,139.6660927
P0000028,U00000016,1,121.2982363
P0000028,U00000017,1,129.3379423
P0000028,U00000018,1,129.0243549
P0000028,U00000019,0,131.4291492
P0000028,U00000020,0,118.4632277
P0000029,U00000001,0,61.89308133
P0000029,U00000002,1,47.68021958
P0000029,U00000003,1,55.52613047
P0000029,U00000004,0,46.49622815
P0000029,U00000005,0,59.79090831
P0000029,U00000006,0,46.87198425
P0000029,U00000007,1,54.272757
P0000029,U00000008,0,58.75351815
P0000029,U00000009,1,50.98354561
P0000029,U00000010,1,48.15216174
P0000029,U00000011,0,49.20012205
P0000029,U00000012,0,51.44403028
P0000029,U00000013,1,50.86626413
P0000029,U00000014,1,55.62472441
P0000029,U00000015,0,44.7216081
P0000029,U00000016,0,44.39680214
P0000029,U00000017,1,50.53074637
P0000029,U00000018,1,58.02536569
P0000029,U00000019,1,55.50740823
P0000029,U00000020,0,46.95367539
P0000030,U00000001,0,117.5694781
P0000030,U00000002,1,92.83887876
P0000030,U00000003,1,134.8303775
P0000030,U00000004,1,97.42150111
P0000030,U00000005,0,106.7602799
P0000030,U00000006,0,102.1582792
P0000030,U00000007,1,99.36295006
P0000030,U00000008,0,122.3474629
P0000030,U00000009,1,124.386127
P0000030,U00000010,0,81.17311667
P0000030,U00000011,1,109.2219131
P0000030,U00000012,1,100.0800063
P0000030,U00000013,0,81.09120773
P0000030,U00000014,1,92.68931262
P0000030,U00000015,1,94.04165336
P0000030,U00000016,0,121.2911697
P0000030,U00000017,0,69.77798548
P0000030,U00000018,1,101.035661
P0000030,U00000019,1,87.85271034
P0000030,U00000020,1,68.72059727
P0000031,U00000001,1,68.32544172
P0000031,U00000002,1,69.27527529
P0000031,U00000003,0,62.57570358
P0000031,U00000004,1,66.31869296
P0000031,U00000005,0,65.08789478
P0000031,U00000006,0,58.99403932
P0000031,U00000007,1,61.51278782
P0000031,U00000008,1,65.66508037
P0000031,U00000009,1,65.3589946
P0000031,U00000010,0,59.66386122
P0000031,U00000011,1,66.52965004
P0000031,U00000012,0,68.23608388
P0000031,U00000013,0,66.89413851
P0000031,U00000014,1,67.63944385
P0000031,U00000015,1,55.40992888
P0000031,U00000016,1,64.57755293
P0000031,U00000017,0,60.95816351
P0000031,U00000018,1,64.34798377
P0000031,U00000019,0,64.07135555
P0000031,U00000020,0,59.81510309
P0000032,U00000001,1,48.0458427
P0000032,U00000002,0,59.47074354
P0000032,U00000003,1,79.0649191
P0000032,U00000004,1,63.17472545
P0000032,U00000005,1,114.8078766
P0000032,U00000006,1,77.34016856
P0000032,U00000007,1,93.13808623
P0000032,U00000008,1,81.08497739
P0000032,U00000009,1,89.95773677
P0000032,U00000010,1,75.80533129
P0000032,U00000011,0,86.71914925
P0000032,U00000012,1,89.76931172
P0000032,U00000013,0,63.69244224
P0000032,U00000014,1,55.86044172
P0000032,U00000015,1,88.38667432
P0000032,U00000016,0,70.95637942
P0000032,U00000017,1,92.73127552
P0000032,U00000018,1,64.60711565
P0000032,U00000019,1,78.45716516
P0000032,U00000020,1,79.01528437
P0000033,U00000001,1,125.703077
P0000033,U00000002,1,122.5810625
P0000033,U00000003,1,127.7478353
P0000033,U00000004,1,107.4089233
P0000033,U00000005,1,107.1474229
P0000033,U00000006,1,123.765825
P0000033,U00000007,1,145.1683612
P0000033,U00000008,1,111.1875419
P0000033,U00000009,0,116.1612048
P0000033,U00000010,1,135.5632628
P0000033,U00000011,1,123.8679154
P0000033,U00000012,1,112.3993688
P0000033,U00000013,1,149.4685274
P0000033,U00000014,1,130.2599777
P0000033,U00000015,1,147.5813679
P0000033,U00000016,1,119.8206366
P0000033,U00000017,1,132.8015953
P0000033,U00000018,1,119.6901328
P0000033,U00000019,1,113.5496323
P0000033,U00000020,0,152.439493
P0000034,U00000001,0,67.0157202
P0000034,U00000002,1,73.63932318
P0000034,U00000003,0,71.90566557
P0000034,U00000004,1,81.640886
P0000034,U00000005,1,84.0675451
P0000034,U00000006,1,76.49031846
P0000034,U00000007,1,62.67588914
P0000034,U00000008,1,77.53747893
P0000034,U00000009,0,68.70005392
P0000034,U00000010,0,81.45764808
P0000034,U00000011,1,82.0839367
P0000034,U00000012,1,73.54428348
P0000034,U00000013,1,75.23087977
P0000034,U00000014,0,86.32032427
P0000034,U00000015,1,71.40185084
P0000034,U00000016,0,62.32288779
P0000034,U00000017,1,85.09813735
P0000034,U00000018,1,71.01126088
P0000034,U00000019,0,66.22113554
P0000034,U00000020,0,59.69836839
P0000035,U00000001,0,50.38166323
P0000035,U00000002,1,39.33296164
P0000035,U00000003,1,53.59874002
P0000035,U00000004,0,64.60684605
P0000035,U00000005,0,55.99384383
P0000035,U00000006,1,48.79164439
P0000035,U00000007,0,62.93679737
P0000035,U00000008,1,39.18261287
P0000035,U00000009,1,61.86019519
P0000035,U00000010,1,41.76086056
P0000035,U00000011,1,51.60238554
P0000035,U00000012,0,44.87340379
P0000035,U00000013,1,49.27506823
P0000035,U00000014,0,52.0828238
P0000035,U00000015,0,54.86783918
P0000035,U00000016,1,41.82182879
P0000035,U00000017,1,55.15387642
P0000035,U00000018,0,47.16156486
P0000035,U00000019,1,59.96335095
P0000035,U00000020,1,56.74645373
P0000036,U00000001,1,106.558471
P0000036,U00000002,1,147.97299
P0000036,U00000003,1,94.1384789
P0000036,U00000004,1,131.9432738
P0000036,U00000005,1,79.41267867
P0000036,U00000006,1,113.3569117
P0000036,U00000007,1,120.2756622
P0000036,U00000008,0,161.2117665
P0000036,U00000009,1,116.2905793
P0000036,U00000010,0,100.4720285
P0000036,U00000011,0,120.770359
P0000036,U00000012,1,126.684507
P0000036,U00000013,1,74.16303563
P0000036,U00000014,1,143.6695273
P0000036,U00000015,1,137.076254
P0000036,U00000016,0,116.9895918
P0000036,U00000017,1,128.6151684
P0000036,U00000018,1,119.389611
P0000036,U00000019,1,138.2864404
P0000036,U00000020,0,114.6951538
P0000037,U00000001,1,46.09560664
P0000037,U00000002,1,45.89219354
P0000037,U00000003,0,35.25619987
P0000037,U00000004,1,61.8391081
P0000037,U00000005,0,42.93972996
P0000037,U00000006,1,43.55631832
P0000037,U00000007,1,49.4627369
P0000037,U00000008,1,53.02577178
P0000037,U00000009,1,40.5792731
P0000037,U00000010,1,52.83412449
P0000037,U00000011,0,37.52526927
P0000037,U00000012,0,37.50052135
P0000037,U00000013,1,52.16603596
P0000037,U00000014,1,28.95521686
P0000037,U00000015,1,34.6383636
P0000037,U00000016,0,44.05808983
P0000037,U00000017,1,47.53997711
P0000037,U00000018,1,41.74995717
P0000037,U00000019,0,54.41327929
P0000037,U00000020,1,43.917062
P0000038,U00000001,0,131.4551101
P0000038,U00000002,1,151.0645022
P0000038,U00000003,1,142.816345
P0000038,U00000004,0,143.9204298
P0000038,U00000005,1,141.3691438
P0000038,U00000006,0,100.6137213
P0000038,U00000007,1,118.2424675
P0000038,U00000008,1,100.0906645
P0000038,U00000009,1,148.085387
P0000038,U00000010,1,137.7475519
P0000038,U00000011,0,151.7497583
P0000038,U00000012,1,160.637696
P0000038,U00000013,1,120.5257985
P0000038,U00000014,0,177.7180337
P0000038,U00000015,0,141.5849568
P0000038,U00000016,1,125.0784091
P0000038,U00000017,1,140.0894672
P0000038,U00000018,0,119.7240004
P0000038,U00000019,0,118.1609987
P0000038,U00000020,1,159.9136245
P0000039,U00000001,1,100.7451685
P0000039,U00000002,1,98.65691723
P0000039,U00000003,1,104.7749522
P0000039,U00000004,1,103.6251658
P0000039,U00000005,0,104.1547973
P0000039,U00000006,1,95.45156079
P0000039,U00000007,0,108.4068989
P0000039,U00000008,0,110.5748058
P0000039,U00000009,0,101.4874975
P0000039,U00000010,0,105.8229765
P0000039,U00000011,1,105.5697632
P0000039,U00000012,1,105.2628372
P0000039,U00000013,0,94.89246184
P0000039,U00000014,1,101.2400577
P0000039,U00000015,1,100.6661001
P0000039,U00000016,0,102.2740608
P0000039,U00000017,1,98.14837325
